Date,dataset,Open,High,Low,Close,return,garch_omega,garch_alpha,garch_beta,garch_vol,std5,std14,std25,vol_regime,ema_5,ema_20,feat,ema_gamma,ema_beta,direction_signal,predicted_next,close_delta,target,next_actual,error_inr,error_pct
1900-01-01,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,present-or-past only,*** FUTURE / EVAL ONLY ***,*** FUTURE / EVAL ONLY ***,*** FUTURE / EVAL ONLY ***,*** FUTURE / EVAL ONLY ***,*** FUTURE / EVAL ONLY ***
2004-12-02,train,44.229,44.273998,43.942001,43.949001,-0.006353131358806108,2.8065599500677346e-07,0.06888888888888889,0.92,0.003207996871851418,0.37585344817058636,0.32416942284045724,0.3215719343968401,high,44.35106420105245,44.81626127744607,-0.46519707639361485,0.2696598224735318,0.36411471787154603,-1,43.80801274227101,0.041999999999994486,1,43.991001,-0.18298825772898653,-0.41596747873272205
2004-12-03,train,43.959999,44.158001,43.932999,43.991001,0.0009556531216714514,2.8065599500677346e-07,0.06888888888888889,0.92,0.0035396486971397386,0.3190646266846544,0.377061073275267,0.3625062816674961,medium,44.23104313403497,44.73766506054644,-0.5066219265114711,0.2696598224735318,0.36411471787154603,-1,43.91314465531224,-0.3810000000000002,-1,43.610001,0.3031436553122404,0.6951241650103159
2004-12-06,train,43.991001,44.007,43.560001,43.610001,-0.00866086225225926,2.8065599500677346e-07,0.06888888888888889,0.92,0.0034453380410069496,0.3109968160634699,0.46366061778497447,0.4305662486288222,medium,44.024029089356645,44.63026848335154,-0.6062393939948976,0.2696598224735318,0.36411471787154603,-1,43.534875402293174,-0.019000999999995827,-1,43.591,-0.05612459770682676,-0.12875271892552764
2004-12-07,train,43.610001,43.66,43.578999,43.591,-0.0004357028104630123,2.8065599500677346e-07,0.06888888888888889,0.92,0.004045834188683223,0.2719534219314264,0.5274696884171898,0.4773797134827783,medium,43.8796860595711,44.531290532556156,-0.6516044729850563,0.2696598224735318,0.36411471787154603,-1,43.50281902094056,0.173999000000002,1,43.764999,-0.26217997905944657,-0.5990631441793168
2004-12-08,train,43.591999,44.014999,43.580002,43.764999,0.0039916267119359805,2.8065599500677346e-07,0.06888888888888889,0.92,0.003918291207980881,0.1856887484494202,0.5450565467902468,0.5035686785184738,medium,43.84145703971407,44.45831038659843,-0.6168533468843549,0.2696598224735318,0.36411471787154603,-1,43.67925699460051,0.28699899999999445,1,44.051998,-0.3727410053994902,-0.8461387049901579
2004-12-09,train,43.771,44.125,43.757,44.051998,0.006557728928543893,2.8065599500677346e-07,0.06888888888888889,0.92,0.003937389229727227,0.21270511724359492,0.5312118010170412,0.5116744242532395,medium,43.91163735980938,44.41961396882714,-0.50797660901776,0.2696598224735318,0.36411471787154603,-1,43.965273068763416,0.5170020000000051,1,44.569,-0.6037269312365865,-1.3545893586048294
2004-12-10,train,44.048,44.66,44.034,44.569,0.011736175961871265,2.8065599500677346e-07,0.06888888888888889,0.92,0.004184009061297588,0.4083369783661701,0.5102907916846245,0.5077043338251556,medium,44.130758239872925,44.43384120989123,-0.303082970018302,0.2696598224735318,0.36411471787154603,-1,44.47576145007351,-0.5369990000000016,-1,44.032001,0.44376045007351195,1.0078134992627563
2004-12-13,train,44.570999,44.588001,44.026001,44.032001,-0.012048710987457634,2.8065599500677346e-07,0.06888888888888889,0.92,0.0050867198742869475,0.37080289009285555,0.4820812852793273,0.5108283614105497,low,44.09783915991528,44.39557071371111,-0.2977315537958276,0.2696598224735318,0.36411471787154603,-1,44.032001,-0.04100000000000392,-1,43.991001,0.04100000000000392,0.09320087987996438
2004-12-14,train,44.028999,44.098,43.962002,43.991001,-0.0009311409672252413,2.8065599500677346e-07,0.06888888888888889,0.92,0.005838329941361589,0.295524648551716,0.44200684628861125,0.5130486581876029,low,44.06222643994352,44.35704026478624,-0.2948138248427199,0.2696598224735318,0.36411471787154603,-1,43.991001,-0.06000099999999975,-1,43.931,0.06000099999999975,0.13658009150713563
2004-12-15,train,43.987,44.063,43.860001,43.931,-0.0013639380472383333,2.8065599500677346e-07,0.06888888888888889,0.92,0.005630239165833351,0.25797569556339267,0.39599031834236126,0.514908842555061,low,44.018484293295685,44.31646500147327,-0.29798070817758315,0.2696598224735318,0.36411471787154603,-1,43.931,-0.24399999999999977,-1,43.687,0.24399999999999977,0.5585185524297841
2004-12-16,train,43.931999,43.939999,43.654999,43.687,-0.005554164485215396,2.8065599500677346e-07,0.06888888888888889,0.92,0.005438054567040024,0.32356447502811186,0.34403651422731185,0.5242607312537243,low,43.907989528863794,44.25651595371391,-0.34852642485011387,0.2696598224735318,0.36411471787154603,-1,43.687,0.21300200000000302,1,43.900002,-0.21300200000000302,-0.48519815557184487
2004-12-17,train,43.693001,43.971001,43.666,43.900002,0.00487563806166591,2.8065599500677346e-07,0.06888888888888889,0.92,0.005441730800852515,0.13388351317700917,0.2847010662852001,0.5196820042982723,low,43.905327019242534,44.22256224383639,-0.31723522459385833,0.2696598224735318,0.36411471787154603,-1,43.900002,-0.12900199999999984,-1,43.771,0.12900199999999984,0.294720248566402
2004-12-20,train,43.889,43.943001,43.748001,43.771,-0.00293854200735566,2.8065599500677346e-07,0.06888888888888889,0.92,0.005400158466937473,0.12406897880098203,0.2573559402863841,0.5193082651644776,low,43.86055134616169,44.179556315851976,-0.31900496969028325,0.2696598224735318,0.36411471787154603,-1,43.771,-0.12099800000000016,-1,43.650002,0.12099800000000016,0.27720044548909795
2004-12-21,train,43.766998,43.783001,43.639,43.650002,-0.00276434168741857,2.8065599500677346e-07,0.06888888888888889,0.92,0.005263486307365101,0.1250266947540361,0.25259390207112203,0.5189639014435169,low,43.79036823077446,44.12912257148513,-0.3387543407106648,0.2696598224735318,0.36411471787154603,-1,43.650002,0.11999800000000249,1,43.77,-0.11999800000000249,-0.27415581448481263
2004-12-22,train,43.650002,43.813,43.639999,43.77,0.0027490949484951788,2.8065599500677346e-07,0.06888888888888889,0.92,0.0051278671347623865,0.09637602814558768,0.2540169246779376,0.5150499321891931,low,43.78357882051631,44.09492042181988,-0.3113416013035675,0.2696598224735318,0.36411471787154603,-1,43.77,-0.17900000000000205,-1,43.591,0.17900000000000205,0.41063522286711024
2004-12-23,train,43.771999,43.784,43.570999,43.591,-0.004089559058716108,2.8065599500677346e-07,0.06888888888888889,0.92,0.004999270447108478,0.12010152872099186,0.26282778500808135,0.5093987118339283,low,43.71938588034421,44.04692800069417,-0.32754212034996044,0.2696598224735318,0.36411471787154603,-1,43.591,-0.043998999999999455,-1,43.547001,0.043998999999999455,0.1010379566666358
2004-12-24,train,43.588001,43.764,43.547001,43.547001,-0.001009359730219539,2.8065599500677346e-07,0.06888888888888889,0.92,0.00494227441148059,0.10232607097274922,0.26775924740754165,0.5002978340129421,low,43.661924253562816,43.99931590538996,-0.33739165182714714,0.2696598224735318,0.36411471787154603,-1,43.547001,0.06599800000000045,1,43.612999,-0.06599800000000045,-0.15132644283416613
2004-12-27,train,43.612,43.779999,43.578999,43.612999,0.001515557868152717,2.8065599500677346e-07,0.06888888888888889,0.92,0.004777324641618126,0.08457353487480772,0.266206346575329,0.48292835291038466,low,43.64561583570855,43.96252381916235,-0.31690798345380244,0.2696598224735318,0.36411471787154603,-1,43.612999,0.017001999999997963,1,43.630001,-0.017001999999997963,-0.03896859869427453
2004-12-28,train,43.608002,43.674999,43.597,43.630001,0.0003898379013100861,2.8065599500677346e-07,0.06888888888888889,0.92,0.004629891168809916,0.08411103911271307,0.2718215617853004,0.45520590594228844,low,43.64041089047237,43.93085497924213,-0.29044408876976036,0.2696598224735318,0.36411471787154603,-1,43.630001,-0.10000200000000348,-1,43.529999,0.10000200000000348,0.22973122512592636
2004-12-29,train,43.631001,43.693001,43.52,43.529999,-0.0022920467042850667,2.8065599500677346e-07,0.06888888888888889,0.92,0.004473493728947888,0.04264641838326908,0.27599977954383287,0.42198334368956203,low,43.603606926981584,43.892678219314305,-0.28907129233272144,0.2696598224735318,0.36411471787154603,-1,43.529999,0.1270020000000045,1,43.657001,-0.1270020000000045,-0.2909086677758843
2004-12-30,train,43.532001,43.68,43.515999,43.657001,0.00291757415386118,2.8065599500677346e-07,0.06888888888888889,0.92,0.004365058615327947,0.05459256177466465,0.16676288674686784,0.37895525145423997,low,43.621404951321054,43.870232769855804,-0.24882781853474967,0.2696598224735318,0.36411471787154603,-1,43.657001,-0.3490019999999987,-1,43.307999,0.3490019999999987,0.805860367734835
2004-12-31,train,43.653,43.667,43.265999,43.307999,-0.007994181735021089,2.8065599500677346e-07,0.06888888888888889,0.92,0.004289113248189516,0.14208621256519288,0.17958115971265634,0.340856269412706,low,43.51693630088071,43.81668669653621,-0.29975039565550077,0.2696598224735318,0.36411471787154603,-1,43.307999,0.10800099999999446,1,43.416,-0.10800099999999446,-0.24875852220378308
2005-01-03,train,43.310001,43.532001,43.291,43.416,0.0024937887340394926,2.8065599500677346e-07,0.06888888888888889,0.92,0.004648430622727773,0.146657507482303,0.16943361558009212,0.3019700708976815,low,43.48329086725381,43.77852605877086,-0.295235191517051,0.2696598224735318,0.36411471787154603,-1,43.416,0.07500100000000032,1,43.491001,-0.07500100000000032,-0.17245176766568404
2005-01-04,train,43.411999,43.519001,43.25,43.491001,0.00172749677538242,2.8065599500677346e-07,0.06888888888888889,0.92,0.004537438643794402,0.1300286699190676,0.151776488756043,0.27858565437062033,low,43.48586091150254,43.7511427198403,-0.26528180833776105,0.2696598224735318,0.36411471787154603,-1,43.491001,0.09800000000000608,1,43.589001,-0.09800000000000608,-0.22482735954422556
2005-01-05,train,43.490002,43.755001,43.450001,43.589001,0.002253339719635372,2.8065599500677346e-07,0.06888888888888889,0.92,0.004407665914657981,0.13808302683792126,0.15027906656224835,0.2636674965895342,low,43.5202409410017,43.735700651284084,-0.21545971028238142,0.2696598224735318,0.36411471787154603,-1,43.589001,0.23899799999999516,1,43.827999,-0.23899799999999516,-0.5453089473694548
2005-01-06,train,43.591,43.901001,43.580002,43.827999,0.005482988701668079,2.8065599500677346e-07,0.06888888888888889,0.92,0.00430159963112333,0.197497524037446,0.14028802464118634,0.26086699158991417,medium,43.62282696066781,43.744490970209405,-0.12166400954159684,0.2696598224735318,0.36411471787154603,-1,43.733733747834364,0.004001999999999839,1,43.832001,-0.09826725216563403,-0.22419065961792173
2005-01-07,train,43.831001,43.849998,43.584999,43.832001,9.131149245478198e-05,2.8065599500677346e-07,0.06888888888888889,0.92,0.004401719285798609,0.19157142480213732,0.14682421762006181,0.2564027441958702,medium,43.69255164044521,43.752825258760886,-0.06027361831567646,0.2696598224735318,0.36411471787154603,-1,43.73553291793158,-0.03900199999999643,-1,43.792999,-0.05746608206842296,-0.131222075173301
2005-01-10,train,43.827,43.959,43.743,43.792999,-0.0008898065137386002,2.8065599500677346e-07,0.06888888888888889,0.92,0.004255155982252197,0.15671659835869217,0.15503623614161807,0.25532395150972215,medium,43.72603409363015,43.75665132935509,-0.030617235724939462,0.2696598224735318,0.36411471787154603,-1,43.69982597916219,-0.2640000000000029,-1,43.528999,0.17082697916219303,0.3924440788592291
2005-01-11,train,43.791,43.801998,43.521999,43.528999,-0.006028360834570923,2.8065599500677346e-07,0.06888888888888889,0.92,0.004122261927557763,0.14405794876062636,0.14966042258548923,0.25713995903254544,low,43.66035572908677,43.73497015513079,-0.0746144260440218,0.2696598224735318,0.36411471787154603,-1,43.528999,0.0019989999999978636,1,43.530998,-0.0019989999999978636,-0.004592129957594502
2005-01-12,train,43.528,43.759998,43.512001,43.530998,4.5923408438452995e-05,2.8065599500677346e-07,0.06888888888888889,0.92,0.0042915913469136575,0.15829249887824684,0.15069223967988912,0.2603879738289127,medium,43.61723648605785,43.71554423559452,-0.09830774953667287,0.2696598224735318,0.36411471787154603,-1,43.43758937283034,0.0420040000000057,1,43.573002,-0.1354126271696643,-0.31077185631980164
2005-01-13,train,43.528999,43.643002,43.48,43.573002,0.0009649215944924627,2.8065599500677346e-07,0.06888888888888889,0.92,0.0041503177064739685,0.14856958909083637,0.15024887295838027,0.253194090547169,low,43.6024916573719,43.701968784585524,-0.09947712721362478,0.2696598224735318,0.36411471787154603,-1,43.573002,-0.06200000000000472,-1,43.511002,0.06200000000000472,0.1424926964449238
2005-01-14,train,43.573002,43.778999,43.479,43.511002,-0.0014228994366741743,2.8065599500677346e-07,0.06888888888888889,0.92,0.004023918826969008,0.11716096621067953,0.15173719335566468,0.18214932283193128,low,43.571995104914606,43.68378147176785,-0.11178636685324506,0.2696598224735318,0.36411471787154603,-1,43.511002,-0.011001999999997736,-1,43.5,0.011001999999997736,0.025291954022983305
2005-01-17,train,43.512001,43.650002,43.470001,43.5,-0.00025285558811072306,2.8065599500677346e-07,0.06888888888888889,0.92,0.003913655618002552,0.027860798680566144,0.15287679195261034,0.16841543246225796,low,43.54799673660974,43.66627847445663,-0.11828173784689255,0.2696598224735318,0.36411471787154603,-1,43.5,0.17999999999999972,1,43.68,-0.17999999999999972,-0.4120879120879114
2005-01-18,train,43.484001,43.715,43.473,43.68,0.004137931034482678,2.8065599500677346e-07,0.06888888888888889,0.92,0.0037916256070545627,0.07315390627109307,0.15452296540097782,0.15267947501688114,medium,43.59199782440649,43.66758528641314,-0.07558746200665212,0.2696598224735318,0.36411471787154603,-1,43.59719089674193,-0.1599999999999966,-1,43.52,0.07719089674192503,0.17736878846949686
2005-01-19,train,43.659,43.691002,43.487,43.52,-0.003663003663003539,2.8065599500677346e-07,0.06888888888888889,0.92,0.0038322989075108512,0.07436175361783584,0.15418400022103915,0.14109068116439083,medium,43.56799854960433,43.65352954484999,-0.0855309952456551,0.2696598224735318,0.36411471787154603,-1,43.43660917577257,0.1599999999999966,1,43.68,-0.24339082422743274,-0.5572134254291042
2005-01-20,train,43.508999,43.744999,43.5,43.68,0.003676470588235281,2.8065599500677346e-07,0.06888888888888889,0.92,0.0038362185791271696,0.0931994248947928,0.1347892007482764,0.14095467516699053,low,43.60533236640289,43.65605054057856,-0.05071817417567104,0.2696598224735318,0.36411471787154603,-1,43.68,-0.17900099999999952,-1,43.500999,0.17900099999999952,0.4114871017100079
2005-01-21,train,43.669998,43.700001,43.485001,43.500999,-0.004098008241758211,2.8065599500677346e-07,0.06888888888888889,0.92,0.0038407076691313424,0.09509068093204476,0.12731800542965444,0.12979378679795595,low,43.57055457760193,43.64128372719013,-0.0707291495881961,0.2696598224735318,0.36411471787154603,-1,43.500999,0.07900300000000016,1,43.580002,-0.07900300000000016,-0.18128269016600815
2005-01-24,train,43.587002,43.696999,43.549999,43.580002,0.0018161192114232172,2.8065599500677346e-07,0.06888888888888889,0.92,0.0038740813022140348,0.0852891165455495,0.12299869159131166,0.12494006563746428,low,43.57370371840129,43.635447372219645,-0.061743653818354005,0.2696598224735318,0.36411471787154603,-1,43.580002,0.07999799999999624,1,43.66,-0.07999799999999624,-0.1832295006871192
2005-01-25,train,43.567001,43.762001,43.558998,43.66,0.001835658474728774,2.8065599500677346e-07,0.06888888888888889,0.92,0.0037836089808594773,0.0804750607400829,0.12319044222743929,0.12514262756825564,low,43.602469145600864,43.63778571772254,-0.03531657212167261,0.2696598224735318,0.36411471787154603,-1,43.66,0.0,-1,43.66,0.0,0.0
2005-01-26,train,43.647999,43.68,43.59,43.66,0.0,2.8065599500677346e-07,0.06888888888888889,0.92,0.003699084759402869,0.07498147371931918,0.10902327355650025,0.12056123617490333,low,43.62164609706724,43.63990136365372,-0.018255266586479024,0.2696598224735318,0.36411471787154603,-1,43.66,0.020000000000003126,1,43.68,-0.020000000000003126,-0.045787545787552945
2005-01-27,train,43.653,43.720001,43.595001,43.68,0.0004580852038480465,2.8065599500677346e-07,0.06888888888888889,0.92,0.003587370319283142,0.07498147371931918,0.09144203737281373,0.1218985949249913,low,43.641097398044835,43.64372028140099,-0.0026228833561532383,0.2696598224735318,0.36411471787154603,-1,43.68,-0.0769990000000007,-1,43.603001,0.0769990000000007,0.17659105619817478
2005-01-28,train,43.668999,43.702999,43.555,43.603001,-0.001762797619047629,2.8065599500677346e-07,0.06888888888888889,0.92,0.0034835039147398223,0.04275191926360385,0.07276358844394712,0.12152132138581097,low,43.62839859869656,43.63984225460089,-0.01144365590432983,0.2696598224735318,0.36411471787154603,-1,43.603001,0.05699899999999758,1,43.66,-0.05699899999999758,-0.1305519926706312
2005-01-31,train,43.580002,43.667,43.575001,43.66,0.0013072265369991065,2.8065599500677346e-07,0.06888888888888889,0.92,0.0034144898169450157,0.029047808869554322,0.07325150833570636,0.12216038238575286,low,43.63893239913104,43.641762039876994,-0.0028296407459507122,0.2696598224735318,0.36411471787154603,-1,43.66,-0.060001999999997224,-1,43.599998,0.060001999999997224,0.13761927236785018
2005-02-01,train,43.652,43.66,43.575001,43.599998,-0.0013743014200641168,2.8065599500677346e-07,0.06888888888888889,0.92,0.0033353287125998713,0.036630885890486964,0.07084928967239773,0.12197686684278898,low,43.62595426608736,43.63778451226966,-0.01183024618229922,0.2696598224735318,0.36411471787154603,-1,43.599998,-0.3599960000000024,-1,43.240002,0.3599960000000024,0.8325531529808959
2005-02-02,train,43.587002,43.605999,43.219002,43.240002,-0.008256789369577522,2.8065599500677346e-07,0.06888888888888889,0.92,0.0032627030133769268,0.18040915498422058,0.11980268099901425,0.14088610633493284,medium,43.49730351072491,43.59990046348207,-0.10259695275716041,0.2696598224735318,0.36411471787154603,-1,43.16946235758809,0.05999700000000274,1,43.299999,-0.13053664241191143,-0.301470312763544
2005-02-03,train,43.230999,43.355,43.220001,43.299999,0.0013875346259235588,2.8065599500677346e-07,0.06888888888888889,0.92,0.0038432719000589424,0.19488866437640393,0.1402438035719747,0.15100101015635387,medium,43.43153534048328,43.57133841934092,-0.1398030788576392,0.2696598224735318,0.36411471787154603,-1,43.21679216528536,-0.01099800000000073,-1,43.289001,-0.0722088347146368,-0.16680642437240997
2005-02-04,train,43.292999,43.43,43.244999,43.289001,-0.00025399538692827406,2.8065599500677346e-07,0.06888888888888889,0.92,0.003741973313022397,0.19617297087625843,0.1576442171778692,0.1524187760903692,high,43.384023893655524,43.544449141308455,-0.1604252476529311,0.2696598224735318,0.36411471787154603,-1,43.1270147135106,0.07099999999999795,1,43.360001,-0.23298628648939967,-0.5373299841238465
2005-02-07,train,43.384998,43.437,43.287998,43.360001,0.0016401394894745014,2.8065599500677346e-07,0.06888888888888889,0.92,0.0036286740556942918,0.14196420535690274,0.16000216259114883,0.15516064820559258,medium,43.37601626243702,43.52688265166003,-0.15086638922301177,0.2696598224735318,0.36411471787154603,-1,43.281331344658206,0.25999800000000306,1,43.619999,-0.3386676553417942,-0.7764045463224202
2005-02-08,train,43.352001,43.632,43.342999,43.619999,0.005996263699348248,2.8065599500677346e-07,0.06888888888888889,0.92,0.003546810460201641,0.1505189114421075,0.16203925138679878,0.15465127700175155,medium,43.457343841624684,43.53575087531146,-0.07840703368677282,0.2696598224735318,0.36411471787154603,-1,43.542643065636405,0.020000000000003126,1,43.639999,-0.09735593436359835,-0.2230887639653666
2005-02-09,train,43.609001,43.664001,43.560001,43.639999,0.00045850528332214147,2.8065599500677346e-07,0.06888888888888889,0.92,0.0037856364810734764,0.17405736238699804,0.15954192466668685,0.15520976242369217,high,43.51822889441646,43.54567926813894,-0.027450373722480492,0.2696598224735318,0.36411471787154603,-1,43.47479382775159,0.0,-1,43.639999,-0.16520517224841313,-0.3785636481073547
2005-02-10,train,43.632,43.75,43.566002,43.639999,0.0,2.8065599500677346e-07,0.06888888888888889,0.92,0.003671470875204088,0.17120113726584918,0.16203321312287847,0.14675505662481658,high,43.55881892961098,43.55466209974475,0.004156829866225564,0.2696598224735318,0.36411471787154603,-1,43.47977601467757,0.04000099999999662,1,43.68,-0.20022398532243102,-0.4583882447857853
2005-02-11,train,43.632,43.755001,43.620998,43.68,0.0009166132199038834,2.8065599500677346e-07,0.06888888888888889,0.92,0.003561176562806301,0.12930513524497175,0.16617818716931965,0.13823192317592115,medium,43.599212619740655,43.56659904262621,0.03261357711444646,0.2696598224735318,0.36411471787154603,-1,43.60222390386831,0.0200010000000006,1,43.700001,-0.0977770961316935,-0.22374621028428238
2005-02-14,train,43.688999,43.702,43.575001,43.700001,0.0004578983516483337,2.8065599500677346e-07,0.06888888888888889,0.92,0.0034649610788733158,0.03286420546309366,0.16863069891404436,0.1328819253632366,medium,43.63280874649377,43.57930399094752,0.05350475554624978,0.2696598224735318,0.36411471787154603,-1,43.624291598694136,0.04000099999999662,1,43.740002,-0.11571040130586141,-0.26454137177648374
2005-02-15,train,43.689999,43.759998,43.645,43.740002,0.0009153546701290427,2.8065599500677346e-07,0.06888888888888889,0.92,0.0033675775932009277,0.04242770323291474,0.17398843160052738,0.1376143062511908,medium,43.66853983099585,43.59460856323823,0.07393126775761516,0.2696598224735318,0.36411471787154603,-1,43.66635307466912,-0.10000299999999385,-1,43.639999,0.02635407466911488,0.06038972335703967
2005-02-16,train,43.737,43.75,43.599998,43.639999,-0.0022863053367028208,2.8065599500677346e-07,0.06888888888888889,0.92,0.0032820281464795422,0.04242770323291475,0.17207296229472668,0.1381873116878659,medium,43.659026220663904,43.59893146197745,0.06009475868645353,0.2696598224735318,0.36411471787154603,-1,43.56838514748483,-0.020000000000003126,-1,43.619999,-0.05161385251516748,-0.11832612035403182
2005-02-17,train,43.631001,43.75,43.603001,43.619999,-0.0004582951525733403,2.8065599500677346e-07,0.06888888888888889,0.92,0.0032481877261356777,0.04775062304955212,0.17252855521296076,0.13854508788876585,medium,43.646017147109276,43.60093789417007,0.04507925293920323,0.2696598224735318,0.36411471787154603,-1,43.549156027317075,0.030003000000000668,1,43.650002,-0.10084597268292583,-0.23103314561801355
2005-02-18,train,43.610001,43.77,43.604,43.650002,0.0006878267007754957,2.8065599500677346e-07,0.06888888888888889,0.92,0.0031625607754731263,0.04899086651836696,0.17206752019784682,0.13877739905368316,medium,43.64734543140619,43.60561066615388,0.04173476525230768,0.2696598224735318,0.36411471787154603,-1,43.58097910791274,0.06999900000000281,1,43.720001,-0.13902189208726412,-0.3179823625513277
2005-02-21,train,43.651001,43.75,43.639999,43.720001,0.0016036425382066621,2.8065599500677346e-07,0.06888888888888889,0.92,0.003084622362291396,0.05272673896819863,0.17757775916674035,0.14060692993163962,medium,43.671563954270795,43.616504983663035,0.055058970607760216,0.2696598224735318,0.36411471787154603,-1,43.652571153618005,-0.1399990000000031,-1,43.580002,0.07256915361800509,0.16651939028824525
2005-02-22,train,43.709999,43.724998,43.535999,43.580002,-0.003202172845330087,2.8065599500677346e-07,0.06888888888888889,0.92,0.003035048426369762,0.051185906285036185,0.15184323430246083,0.13925268276865652,medium,43.641043302847194,43.61302850902846,0.028014793818734063,0.2696598224735318,0.36411471787154603,-1,43.513868291754356,0.07999799999999624,1,43.66,-0.14613170824564037,-0.3347038668017416
2005-02-23,train,43.571999,43.692001,43.549999,43.66,0.001835658474728774,2.8065599500677346e-07,0.06888888888888889,0.92,0.0030759769115211583,0.05176860053758958,0.1287336329552602,0.13944858141360736,low,43.64736220189813,43.61750198435908,0.02986021753905277,0.2696598224735318,0.36411471787154603,-1,43.66,-0.060001999999997224,-1,43.599998,0.060001999999997224,0.13761927236785018
2005-02-24,train,43.655998,43.666,43.52,43.599998,-0.0013743014200641168,2.8065599500677346e-07,0.06888888888888889,0.92,0.003036031971867832,0.05495477233799159,0.09014343516064585,0.13816429571999114,low,43.63157413459876,43.61583493822964,0.015739196369118247,0.2696598224735318,0.36411471787154603,-1,43.599998,-0.010996999999996149,-1,43.589001,0.010996999999996149,0.02522884156027377
2005-02-25,train,43.591999,43.650002,43.555,43.589001,-0.000252224782212096,2.8065599500677346e-07,0.06888888888888889,0.92,0.0029817541256046912,0.05933131299929429,0.04778967060830299,0.13705367877259175,medium,43.61738308973251,43.61327932506491,0.004103764667604537,0.2696598224735318,0.36411471787154603,-1,43.52401515821863,-0.029000000000003467,-1,43.560001,-0.03598584178136832,-0.08261212340506678
2005-02-28,train,43.589001,43.615002,43.525002,43.560001,-0.0006653054517125057,2.8065599500677346e-07,0.06888888888888889,0.92,0.0029094033022669234,0.03773800077136584,0.05295334771632332,0.13716332199848785,low,43.59825572648835,43.60820519886825,-0.00994947237990118,0.2696598224735318,0.36411471787154603,-1,43.560001,0.07999800000000334,1,43.639999,-0.07999800000000334,-0.18331347807776838
2005-03-01,train,43.550999,43.66,43.540001,43.639999,0.0018365013352503734,2.8065599500677346e-07,0.06888888888888889,0.92,0.0028458049380992493,0.04012679156897208,0.05295334771632332,0.13678147829677448,low,43.612170150992235,43.61123317992841,0.0009369710638225115,0.2696598224735318,0.36411471787154603,-1,43.639999,0.0,-1,43.639999,0.0,0.0
2005-03-02,train,43.630001,43.66,43.57,43.639999,0.0,2.8065599500677346e-07,0.06888888888888889,0.92,0.0028220059170985636,0.034469411102017074,0.05295334771632332,0.13639367742593902,low,43.62144643399483,43.61397278183999,0.007473652154835975,0.2696598224735318,0.36411471787154603,-1,43.639999,-0.05999700000000274,-1,43.580002,0.05999700000000274,0.1376709436589809
2005-03-03,train,43.632,43.645,43.562,43.580002,-0.001374816713446858,2.8065599500677346e-07,0.06888888888888889,0.92,0.0027581290759235567,0.03641583037251511,0.05447733596151267,0.1349823540390059,low,43.60763162266322,43.610737469283805,-0.0031058466205848845,0.2696598224735318,0.36411471787154603,-1,43.580002,-0.013001000000002705,-1,43.567001,0.013001000000002705,0.029841393030478978
2005-03-04,train,43.563999,43.678001,43.555,43.567001,-0.00029832490599712713,2.8065599500677346e-07,0.06888888888888889,0.92,0.002722050376050356,0.03954372392326934,0.05425544264439187,0.1349414447155198,low,43.59408808177548,43.60657209125677,-0.012484009481291025,0.2696598224735318,0.36411471787154603,-1,43.567001,0.01799800000000573,1,43.584999,-0.01799800000000573,-0.041294024120559755
2005-03-07,train,43.610001,43.658001,43.575001,43.584999,0.0004131108312919185,2.8065599500677346e-07,0.06888888888888889,0.92,0.0026652543107293695,0.03494611569144471,0.044482721813882624,0.1339326104251762,low,43.591058387850325,43.604517511137075,-0.013459123286750696,0.2696598224735318,0.36411471787154603,-1,43.584999,-0.02499800000000363,-1,43.560001,0.02499800000000363,0.057387510160992944
2005-03-08,train,43.615002,43.637001,43.529999,43.560001,-0.0005735459578650737,2.8065599500677346e-07,0.06888888888888889,0.92,0.0026129880805088324,0.03157917987724855,0.04633167325357343,0.13389279543147758,low,43.58070592523355,43.600277843409735,-0.01957191817618309,0.2696598224735318,0.36411471787154603,-1,43.560001,0.0200010000000006,1,43.580002,-0.0200010000000006,-0.04589490381391126
2005-03-09,train,43.549999,43.608002,43.533001,43.580002,0.00045915976907351386,2.8065599500677346e-07,0.06888888888888889,0.92,0.0025660879776938294,0.010454424968373574,0.04694892784305966,0.11415484834989487,low,43.58047128348903,43.59834681070405,-0.017875527215018394,0.2696598224735318,0.36411471787154603,-1,43.580002,-0.08000200000000035,-1,43.5,0.08000200000000035,0.18391264367816174
2005-03-10,train,43.568001,43.595001,43.450001,43.5,-0.0018357502599471998,2.8065599500677346e-07,0.06888888888888889,0.92,0.002520556007924655,0.034136687027581526,0.053295989593740455,0.09901834814006343,low,43.553647522326024,43.58898044777986,-0.035332925453836594,0.2696598224735318,0.36411471787154603,-1,43.5,-0.09100000000000108,-1,43.409,0.09100000000000108,0.20963394687737816
